0	1	2	3	4	5	6
0	coefficient_product	0.02106818285583293	0.014583647253991094	0.014583647253991094	0.006484535601841838	0.006484535601841838
1	coefficient_product	-0.005357788865561374	-0.012963504881810353	-0.012963504881810353	0.007605716016248979	0.007605716016248979
2	coefficient_product	0.02864760709333007	0.021861264359319062	0.021861264359319062	0.006786342734011009	0.006786342734011009
3	coefficient_product	0.0033316675727467896	-0.002923014034669436	-0.002923014034669436	0.006254681607416226	0.006254681607416226
4	coefficient_product	0.00652562396624491	-0.0007154977879327228	-0.0007154977879327228	0.007241121754177632	0.007241121754177632
5	coefficient_product	0.016469991248093063	0.008401530371249952	0.008401530371249952	0.008068460876843112	0.008068460876843112
6	coefficient_product	-0.005717489507383489	-0.011628542480977298	-0.011628542480977298	0.00591105297359381	0.00591105297359381
7	coefficient_product	0.021073929803649815	0.01222076505510146	0.01222076505510146	0.008853164748548355	0.008853164748548355
8	coefficient_product	0.005943305241262912	0.0018200753758370555	0.0018200753758370555	0.004123229865425857	0.004123229865425857
9	coefficient_product	0.018890411143816344	0.011891568820042176	0.011891568820042176	0.006998842323774167	0.006998842323774167
10	coefficient_product	-0.021075821184125987	-0.023321845274568983	-0.023321845274568983	0.0022460240904429944	0.0022460240904429944
11	coefficient_product	0.01375767928561835	0.010302646269277588	0.010302646269277588	0.0034550330163407622	0.0034550330163407622
12	coefficient_product	-0.01762367930166054	-0.025324115659868834	-0.025324115659868834	0.007700436358208293	0.007700436358208293
13	coefficient_product	-0.0006051415845110767	-0.007775401423377994	-0.007775401423377994	0.007170259838866917	0.007170259838866917
14	coefficient_product	0.008697183667570664	0.003279613197295179	0.003279613197295179	0.005417570470275485	0.005417570470275485
15	coefficient_product	0.029489107039080725	0.02403775601682277	0.02403775601682277	0.005451351022257956	0.005451351022257956
16	coefficient_product	-0.007283419492440142	-0.016769763936603097	-0.016769763936603097	0.009486344444162955	0.009486344444162955
